Date,City,AQI,temperature_2m_mean,temperature_2m_min,temperature_2m_max,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,latitude,longitude,day_of_week,month,year,AQI_lag_1_day,AQI_lag_7_day
2015-03-04,Bangalore,12.5,22.851167208333333,18.522001,28.772001,74.597964625,0.8,6.8751214208333336,12.9152,77.6103,2,3,2015,225.8,227.2
2015-03-05,Bangalore,275.8,24.009500583333335,19.022001,29.822,69.08285783333334,1.9000000000000001,7.3994735875,12.9152,77.6103,3,3,2015,12.5,492.4
2015-03-06,Bangalore,425.8,23.40533425,19.522001,29.572,74.75907241666667,3.0,5.7406842875,12.9152,77.6103,4,3,2015,275.8,160.5
2015-03-07,Bangalore,204.0,23.301167125000003,19.572,28.672,73.18516620833333,3.4000000000000004,6.195889229166667,12.9152,77.6103,5,3,2015,425.8,408.3
2015-03-08,Bangalore,10.2,23.528250625,18.272001,28.972,63.953683875,0.0,9.503269408333333,12.9152,77.6103,6,3,2015,204.0,464.8
2015-03-09,Bangalore,498.0,23.636584041666666,17.672,29.672,60.84575616666667,0.0,9.073365604166666,12.9152,77.6103,0,3,2015,10.2,123.4
2015-03-10,Bangalore,472.6,23.22825041666667,15.322,30.672,48.76410604166667,0.0,11.238383775,12.9152,77.6103,1,3,2015,498.0,225.8
2015-03-11,Bangalore,246.5,22.932417166666667,13.822,30.122002,52.57380845833333,0.0,11.460669866666668,12.9152,77.6103,2,3,2015,472.6,12.5
2015-03-12,Bangalore,183.3,23.282417,16.522001,29.972,60.95813983333333,0.0,12.374771375,12.9152,77.6103,3,3,2015,246.5,275.8
2015-03-13,Bangalore,316.6,23.424084041666664,16.572,30.722,54.57990966666667,0.0,12.186501520833334,12.9152,77.6103,4,3,2015,183.3,425.8
2015-03-14,Bangalore,391.4,23.917833791666666,15.872,30.772001,54.99228745833333,0.0,11.845296208333332,12.9152,77.6103,5,3,2015,316.6,204.0
2015-03-15,Bangalore,486.2,24.67616775,20.022001,30.172,62.97266258333334,0.1,10.0261407625,12.9152,77.6103,6,3,2015,391.4,10.2
2015-03-16,Bangalore,157.5,25.280333916666667,18.922,31.272001,53.85893204166666,0.0,9.032963304166666,12.9152,77.6103,0,3,2015,486.2,498.0
2015-03-17,Bangalore,289.5,25.280333791666667,17.922,33.372,40.315493249999996,0.0,8.738748320833333,12.9152,77.6103,1,3,2015,157.5,472.6
2015-03-18,Bangalore,31.3,25.805333875,17.122002,33.772,32.330328083333335,0.0,8.105378674999999,12.9152,77.6103,2,3,2015,289.5,246.5
2015-03-19,Bangalore,360.9,25.838667083333334,17.672,33.772,35.65654541666667,0.0,10.491032116666666,12.9152,77.6103,3,3,2015,31.3,183.3
2015-03-20,Bangalore,84.1,25.83033370833333,17.422,33.722,38.096845208333335,0.0,12.688198383333335,12.9152,77.6103,4,3,2015,360.9,316.6
2015-03-21,Bangalore,440.6,26.192833916666668,18.022001,33.822002,30.94481,0.0,11.176148325,12.9152,77.6103,5,3,2015,84.1,391.4
2015-03-22,Bangalore,81.5,27.061583833333334,18.072,34.722,31.422477625,0.0,10.056490179166667,12.9152,77.6103,6,3,2015,440.6,486.2
2015-03-23,Bangalore,299.1,27.694917125,19.472,33.972,37.68609370833334,0.0,7.827417404166667,12.9152,77.6103,0,3,2015,81.5,157.5
2015-03-24,Bangalore,80.3,27.686583708333334,20.722,34.972,39.950738625,0.0,9.923597308333333,12.9152,77.6103,1,3,2015,299.1,289.5
2015-03-25,Bangalore,380.6,26.78658379166667,19.872002,33.672,42.35506695833333,0.0,12.455926379166668,12.9152,77.6103,2,3,2015,80.3,31.3
2015-03-26,Bangalore,160.2,26.088667083333334,18.922,33.772,47.635477333333334,0.0,12.367495879166666,12.9152,77.6103,3,3,2015,380.6,360.9
2015-03-27,Bangalore,41.5,25.48658408333333,17.972,33.172,47.065417458333336,0.0,10.682534704166665,12.9152,77.6103,4,3,2015,160.2,84.1
2015-03-28,Bangalore,7.1,25.709500583333334,17.622002,33.172,48.67565629166666,0.0,10.839998454166667,12.9152,77.6103,5,3,2015,41.5,440.6
2015-03-29,Bangalore,202.1,26.138667458333334,18.872002,33.572002,47.82260483333334,0.0,9.7154968,12.9152,77.6103,6,3,2015,7.1,81.5
2015-03-30,Bangalore,201.8,26.424084166666663,19.472,33.422,50.104284166666666,0.0,10.017819533333332,12.9152,77.6103,0,3,2015,202.1,299.1
2015-03-31,Bangalore,490.5,26.461583875,20.172,31.972,55.672513125,0.0,8.655851691666667,12.9152,77.6103,1,3,2015,201.8,80.3
2015-04-01,Bangalore,67.7,25.632416833333334,20.922,30.922,63.843607375000005,1.9000000000000001,6.1075712583333335,12.9152,77.6103,2,4,2015,490.5,380.6
2015-04-02,Bangalore,16.6,27.394917083333336,21.422,32.372,48.249755625,0.1,5.694594091666667,12.9152,77.6103,3,4,2015,67.7,160.2
2015-04-03,Bangalore,215.4,27.409500666666663,22.122002,32.422,51.34001799999999,0.0,7.325434029166666,12.9152,77.6103,4,4,2015,16.6,41.5
2015-04-04,Bangalore,435.6,28.338666875,21.572,34.022,46.30912329166667,0.0,7.327363770833333,12.9152,77.6103,5,4,2015,215.4,7.1
2015-04-05,Bangalore,181.8,28.50325033333333,23.272001,34.372,47.67919891666667,0.2,7.1524874416666675,12.9152,77.6103,6,4,2015,435.6,202.1
2015-04-06,Bangalore,392.7,27.603250375000002,22.972,33.322002,51.845181458333336,0.5,6.493825116666667,12.9152,77.6103,0,4,2015,181.8,201.8
2015-04-07,Bangalore,455.1,27.851167083333333,22.322,33.722,51.01611870833333,0.1,7.668131,12.9152,77.6103,1,4,2015,392.7,490.5
2015-04-08,Bangalore,96.6,27.630334083333334,22.272001,33.372,52.05876325,0.0,7.65127505,12.9152,77.6103,2,4,2015,455.1,67.7
2015-04-09,Bangalore,453.9,27.467833958333333,22.272001,33.572002,54.33711208333333,0.0,9.228119158333334,12.9152,77.6103,3,4,2015,96.6,16.6
2015-04-10,Bangalore,128.7,27.15950045833333,22.172,33.022,55.17453991666667,0.1,6.519767920833334,12.9152,77.6103,4,4,2015,453.9,215.4
2015-04-11,Bangalore,408.0,27.02825058333333,21.822,32.772,51.551755791666665,0.9,3.7936350625,12.9152,77.6103,5,4,2015,128.7,435.6
2015-04-12,Bangalore,112.3,23.659500750000003,20.172,30.372002,74.71337275,23.0,5.045586233333333,12.9152,77.6103,6,4,2015,408.0,181.8
2015-04-13,Bangalore,74.3,21.92408383333333,18.772001,26.572,83.16164729166667,15.3,4.7402102458333335,12.9152,77.6103,0,4,2015,112.3,392.7
2015-04-14,Bangalore,397.1,21.580333916666664,18.522001,26.972,81.39658883333333,9.6,5.703662791666666,12.9152,77.6103,1,4,2015,74.3,455.1
2015-04-15,Bangalore,387.8,22.180334083333335,18.122002,26.172,78.637167875,0.8,5.8179506624999995,12.9152,77.6103,2,4,2015,397.1,96.6
2015-04-16,Bangalore,478.1,22.74700083333333,19.172,27.722,78.75659133333333,1.5,4.935851675,12.9152,77.6103,3,4,2015,387.8,453.9
2015-04-17,Bangalore,146.0,23.676167208333336,19.122002,28.022001,67.340776625,0.0,5.7353009375,12.9152,77.6103,4,4,2015,478.1,128.7
2015-04-18,Bangalore,360.4,24.088667541666666,19.372002,28.472,66.27644154166667,0.4,7.357818908333333,12.9152,77.6103,5,4,2015,146.0,408.0
2015-04-19,Bangalore,69.2,24.88450075,19.372002,29.772001,62.94391216666667,0.0,7.783161579166666,12.9152,77.6103,6,4,2015,360.4,112.3
2015-04-20,Bangalore,44.1,25.0074175,19.872002,30.172,66.421896875,0.0,7.468069240416667,12.9152,77.6103,0,4,2015,69.2,74.3
2015-04-21,Bangalore,321.2,24.794917124999998,20.172,30.522001,72.73779304166666,0.8,7.859172516666667,12.9152,77.6103,1,4,2015,44.1,397.1
2015-04-22,Bangalore,138.1,25.419917124999998,20.822,31.322,73.094150875,2.2,4.468877816666667,12.9152,77.6103,2,4,2015,321.2,387.8
2015-04-23,Bangalore,212.4,24.272000375,20.422,29.472,80.01781429166667,4.8,5.246599216666667,12.9152,77.6103,3,4,2015,138.1,478.1
2015-04-24,Bangalore,448.5,24.297000625,20.122002,30.522001,79.31519079166667,4.3,5.80143945,12.9152,77.6103,4,4,2015,212.4,146.0
2015-04-25,Bangalore,67.0,24.274083833333332,20.072,29.972,73.746578,0.30000000000000004,5.9336853791666675,12.9152,77.6103,5,4,2015,448.5,360.4
2015-04-26,Bangalore,273.6,23.717833791666667,19.922,29.522001,77.57496583333334,4.1000000000000005,5.260181225,12.9152,77.6103,6,4,2015,67.0,69.2
2015-04-27,Bangalore,185.8,24.665750708333334,19.622002,29.672,66.90489408333333,0.0,7.278025408333334,12.9152,77.6103,0,4,2015,273.6,44.1
2015-04-28,Bangalore,40.6,25.478250458333335,19.572,31.372002,61.250157291666675,0.0,6.323280745833333,12.9152,77.6103,1,4,2015,185.8,321.2
2015-04-29,Bangalore,395.5,25.767834249999996,19.822,31.272001,65.51293054166666,0.4,5.492652608333334,12.9152,77.6103,2,4,2015,40.6,138.1
2015-04-30,Bangalore,397.5,24.911583708333335,20.672,32.122,73.83625875,7.8,7.876872687500001,12.9152,77.6103,3,4,2015,395.5,212.4
2015-05-01,Bangalore,338.0,26.140750541666666,20.672,31.822,63.519955958333334,0.0,7.589865758333333,12.9152,77.6103,4,5,2015,397.5,448.5
2015-05-02,Bangalore,261.1,25.33450025,21.422,32.272,72.84930870833334,2.8,7.305632858333333,12.9152,77.6103,5,5,2015,338.0,67.0
2015-05-03,Bangalore,363.5,24.809500541666665,20.722,31.022001,75.13711195833334,6.7,3.6433530875,12.9152,77.6103,6,5,2015,261.1,273.6
2015-05-04,Bangalore,236.3,25.0532505,20.322,30.772001,72.47769625,1.7999999999999998,4.544919304166666,12.9152,77.6103,0,5,2015,363.5,185.8
2015-05-05,Bangalore,59.7,25.676167250000002,19.972,30.722,60.682849374999996,0.0,6.488501520833334,12.9152,77.6103,1,5,2015,236.3,40.6
2015-05-06,Bangalore,416.8,24.917834125,20.222,30.022001,70.27286575000001,3.8,3.7833809208333338,12.9152,77.6103,2,5,2015,59.7,395.5
2015-05-07,Bangalore,245.6,25.190750499999996,19.972,30.722,71.650756,1.1,4.892781529166666,12.9152,77.6103,3,5,2015,416.8,397.5
2015-05-08,Bangalore,386.8,26.392834249999996,20.872002,32.022,65.58100666666667,0.0,6.9953774625,12.9152,77.6103,4,5,2015,245.6,338.0
2015-05-09,Bangalore,119.5,27.138667249999997,21.672,33.222,61.009516,0.0,7.0142646541666664,12.9152,77.6103,5,5,2015,386.8,261.1
2015-05-10,Bangalore,409.1,26.932417,21.972,32.722,60.84886783333334,0.5,6.3568379375,12.9152,77.6103,6,5,2015,119.5,363.5
2015-05-11,Bangalore,157.8,25.547000541666666,21.422,32.022,69.56574383333333,1.1,6.164721570833333,12.9152,77.6103,0,5,2015,409.1,236.3
2015-05-12,Bangalore,80.5,25.411584083333334,21.372002,30.222,63.076354083333335,0.0,6.920451925000001,12.9152,77.6103,1,5,2015,157.8,59.7
2015-05-13,Bangalore,163.2,23.64283395833333,20.672,29.622002,77.610245625,2.0,6.951937083333333,12.9152,77.6103,2,5,2015,80.5,416.8
2015-05-14,Bangalore,421.0,23.094917249999998,21.272001,28.572,84.95062479166667,6.2,8.676202891666668,12.9152,77.6103,3,5,2015,163.2,245.6
2015-05-15,Bangalore,370.8,23.526167375,21.322,26.972,83.67573083333333,3.6,5.047463464583333,12.9152,77.6103,4,5,2015,421.0,386.8
2015-05-16,Bangalore,184.0,23.051167250000002,20.522001,28.122002,87.06256704166667,20.4,5.643599861249999,12.9152,77.6103,5,5,2015,370.8,119.5
2015-05-17,Bangalore,29.0,23.44700041666667,20.222,28.272001,85.53170779166668,13.7,6.674153033333333,12.9152,77.6103,6,5,2015,184.0,409.1
2015-05-18,Bangalore,23.6,23.919917416666667,20.022001,29.322,82.64443783333333,15.8,8.202458758333334,12.9152,77.6103,0,5,2015,29.0,157.8
2015-05-19,Bangalore,386.5,24.29700075,20.122002,29.572,82.46770104166667,7.8,9.233798883333334,12.9152,77.6103,1,5,2015,23.6,80.5
2015-05-20,Bangalore,415.1,25.492833791666666,21.272001,31.322,76.48290508333334,0.5,10.389318420833334,12.9152,77.6103,2,5,2015,386.5,163.2
2015-05-21,Bangalore,465.9,25.707417208333336,21.422,30.922,75.156923375,0.8,13.954578812500001,12.9152,77.6103,3,5,2015,415.1,421.0
2015-05-22,Bangalore,155.6,25.678250583333334,21.672,31.572,77.29857970833334,2.5,12.918115125,12.9152,77.6103,4,5,2015,465.9,370.8
2015-05-23,Bangalore,141.2,25.028250458333332,21.372002,30.922,77.85984775,5.7,13.780066499999998,12.9152,77.6103,5,5,2015,155.6,184.0
2015-05-24,Bangalore,301.2,25.60325041666667,21.172,31.472,71.67445316666667,0.3,13.939002875,12.9152,77.6103,6,5,2015,141.2,29.0
2015-05-25,Bangalore,66.1,25.68241725,20.622002,31.322,67.48481133333333,0.0,13.0998939375,12.9152,77.6103,0,5,2015,301.2,23.6
2015-05-26,Bangalore,97.8,25.836583833333336,20.222,31.322,65.52774454166666,0.0,11.111984333333334,12.9152,77.6103,1,5,2015,66.1,386.5
2015-05-27,Bangalore,90.1,25.378250541666663,21.122002,30.822,71.53654483333334,0.8,11.861124595833333,12.9152,77.6103,2,5,2015,97.8,415.1
2015-05-28,Bangalore,86.8,25.51575095833333,21.422,29.622002,69.544516875,0.0,8.5146347125,12.9152,77.6103,3,5,2015,90.1,465.9
2015-05-29,Bangalore,374.5,24.513667125,21.222,30.222,81.10700333333334,11.9,9.451678954166667,12.9152,77.6103,4,5,2015,86.8,155.6
2015-05-30,Bangalore,419.1,25.253250750000003,21.072,31.572,76.332341875,4.5,9.358637225,12.9152,77.6103,5,5,2015,374.5,141.2
2015-05-31,Bangalore,455.2,24.990750583333334,21.072,31.172,80.18094941666666,43.9,9.103738445,12.9152,77.6103,6,5,2015,419.1,301.2
2015-06-01,Bangalore,429.8,23.967834041666666,20.822,29.322,82.28352783333334,17.0,7.825640141666667,12.9152,77.6103,0,6,2015,455.2,66.1
2015-06-02,Bangalore,13.3,23.724083708333335,20.672,28.222,81.671390125,8.0,9.701691508333333,12.9152,77.6103,1,6,2015,429.8,97.8
2015-06-03,Bangalore,40.6,24.165750375000002,20.622002,28.822,80.50550812499999,6.0,7.159715154166666,12.9152,77.6103,2,6,2015,13.3,90.1
2015-06-04,Bangalore,220.4,23.363667125000003,20.172,28.272001,84.95313941666667,10.2,5.149895170833333,12.9152,77.6103,3,6,2015,40.6,86.8
2015-06-05,Bangalore,403.5,23.869917333333333,20.272001,28.572,82.18215995833333,5.9,7.587264729166667,12.9152,77.6103,4,6,2015,220.4,374.5
2015-06-06,Bangalore,366.9,24.867833791666666,20.322,29.022001,72.02280075,0.0,7.458194745833333,12.9152,77.6103,5,6,2015,403.5,419.1
2015-06-07,Bangalore,453.3,24.472000541666663,20.872002,29.372002,74.58407241666667,0.9,11.343467483333335,12.9152,77.6103,6,6,2015,366.9,455.2
2015-06-08,Bangalore,405.5,23.832417250000002,20.222,28.172,78.03930270833332,2.2,12.654614395833335,12.9152,77.6103,0,6,2015,453.3,429.8
2015-06-09,Bangalore,370.8,23.755333833333335,20.072,28.022001,77.01866191666666,0.6,12.245869645833332,12.9152,77.6103,1,6,2015,405.5,13.3
2015-06-10,Bangalore,240.7,24.851167333333333,20.922,29.122002,69.27968333333332,0.0,12.250820312499998,12.9152,77.6103,2,6,2015,370.8,40.6
2015-06-11,Bangalore,98.3,23.672000291666667,19.972,28.922,81.33365475000001,8.2,12.016224854166666,12.9152,77.6103,3,6,2015,240.7,220.4
2015-06-12,Bangalore,92.5,22.517834166666663,19.872002,26.922,82.84394025,6.8,11.893385125,12.9152,77.6103,4,6,2015,98.3,403.5
2015-06-13,Bangalore,193.6,22.913667208333333,20.072,26.872002,78.56774654166666,2.6999999999999997,14.189634291666666,12.9152,77.6103,5,6,2015,92.5,366.9
2015-06-14,Bangalore,160.7,22.126167125,19.322,26.672,83.30326616666666,8.3,14.942272541666666,12.9152,77.6103,6,6,2015,193.6,453.3
2015-06-15,Bangalore,409.3,22.792833791666666,19.272001,26.172,81.28065495833333,0.4,15.782458145833333,12.9152,77.6103,0,6,2015,160.7,405.5
2015-06-16,Bangalore,172.4,22.342834041666666,20.272001,26.622002,83.42671291666666,4.2,16.155419041666665,12.9152,77.6103,1,6,2015,409.3,370.8
2015-06-17,Bangalore,194.8,22.397000541666667,20.272001,25.972,81.25117670833333,0.0,19.946437375,12.9152,77.6103,2,6,2015,172.4,240.7
2015-06-18,Bangalore,110.8,21.434500625,20.122002,24.172,86.46660045833333,5.2,19.821911416666666,12.9152,77.6103,3,6,2015,194.8,98.3
2015-06-19,Bangalore,203.8,21.653250333333332,20.272001,24.322,83.60856983333333,3.1,21.971821083333335,12.9152,77.6103,4,6,2015,110.8,92.5
2015-06-20,Bangalore,58.5,21.538667291666666,20.372002,24.272001,80.16554354166666,5.0,25.954498958333332,12.9152,77.6103,5,6,2015,203.8,193.6
2015-06-21,Bangalore,50.5,22.178250375,20.972,24.922,79.10232779166667,1.6,23.619236166666667,12.9152,77.6103,6,6,2015,58.5,160.7
2015-06-22,Bangalore,344.1,22.915750625,20.822,25.972,76.62183870833333,0.5,25.847871625,12.9152,77.6103,0,6,2015,50.5,409.3
2015-06-23,Bangalore,404.7,22.734500416666666,20.722,26.422,81.09438058333333,1.2000000000000002,23.17796170833333,12.9152,77.6103,1,6,2015,344.1,172.4
2015-06-24,Bangalore,121.1,23.232417208333334,20.672,26.622002,75.83683012499999,0.4,23.634410583333334,12.9152,77.6103,2,6,2015,404.7,194.8
2015-06-25,Bangalore,449.7,23.390750458333333,20.972,26.822,75.71171945833333,0.30000000000000004,25.482259708333334,12.9152,77.6103,3,6,2015,121.1,110.8
2015-06-26,Bangalore,137.0,23.549084166666663,21.372002,26.872002,74.36853183333334,0.4,24.538428749999998,12.9152,77.6103,4,6,2015,449.7,203.8
2015-06-27,Bangalore,390.0,23.634500666666668,21.522001,26.972,74.78251929166667,0.2,22.325363624999998,12.9152,77.6103,5,6,2015,137.0,58.5
2015-06-28,Bangalore,193.1,23.724083833333335,19.922,27.622002,74.229346,0.6000000000000001,16.507853916666665,12.9152,77.6103,6,6,2015,390.0,50.5
2015-06-29,Bangalore,210.7,23.051167208333336,19.972,28.422,79.103273125,2.0,13.020045145833334,12.9152,77.6103,0,6,2015,193.1,344.1
2015-06-30,Bangalore,391.8,23.73866729166667,19.922,27.922,74.83051691666667,0.2,13.716709895833333,12.9152,77.6103,1,6,2015,210.7,404.7
2015-07-01,Bangalore,115.4,23.732417291666668,19.672,28.022001,73.05679654166667,0.1,14.113137854166666,12.9152,77.6103,2,7,2015,391.8,121.1
2015-07-02,Bangalore,295.9,23.386583916666666,19.672,27.922,75.198491625,0.30000000000000004,13.591774875,12.9152,77.6103,3,7,2015,115.4,449.7
2015-07-03,Bangalore,436.6,23.240750458333334,19.722,27.972,77.8715445,3.4999999999999996,14.701067083333333,12.9152,77.6103,4,7,2015,295.9,137.0
