Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m
25/02/18,57,31.35,61.56,47.31,64.98,0.6,54.15,1,0,0,0,0,22.63975,52.56033825,9.943916629,21.20090071,0,0,0,0,1013.954167,912.6818229,5.037500004,5.333333333,0,0.791666667,14.16197265,23.24103967,95.67603588,97.65505763,28.06499954
26/02/18,59,32.45,63.72,48.97,67.26,0.62,56.05,1,0,0,0,0,23.04599996,42.88752188,6.766833306,21.27484621,0,0,0,0,1012.966667,911.9227042,0,0,0,0,11.49337363,20.46623277,98.993287,102.0671748,23.68499963
27/02/18,67,36.85,72.36,55.61,76.38,0.7,63.65,1,0,0,0,0,23.53558333,39.76496842,7.0918333,21.15685138,0,0,0,0,1012.3125,911.4876421,2.700000092,0,0,9,14.67124352,25.24632254,96.66439142,99.24330754,28.9949995
28/02/18,81,44.55,87.48,67.23,92.34,0.85,76.95,1,0,0,0,0,23.56891663,41.31867306,6.345999983,21.16266896,0,0,0,0,1012.279167,911.4676296,0.887500021,0,0.166666667,2.625,14.68529683,25.12655583,94.89828479,97.72640913,28.78499967
01/03/18,72,39.6,77.76,59.76,82.08,0.76,68.4,1,0,0,0,0,23.6585,37.01046967,5.641833333,21.07420042,0,0,0,0,1012.091667,911.3307196,1.887500058,0,0,6.291666667,14.29647621,24.92446838,95.20751388,97.02732221,27.94499942
02/03/18,88,48.4,95.04,73.04,100.32,0.92,83.6,1,0,0,0,0,24.07516667,30.52187671,3.648083302,21.01417069,0,0,0,0,1011.608333,911.028025,4.825000183,0,0,16.08333333,14.32311098,25.11240892,94.56418963,97.52514871,28.04999942
03/03/18,84,46.2,90.72,69.72,95.76,0.88,79.8,1,0,0,0,0,24.33766667,26.05788025,1.204333315,21.24786685,0,0,0,0,1010.966667,910.5274342,11.86250042,0,0,39.54166667,11.79751748,21.04809004,98.14831825,98.47962121,23.60999944
04/03/18,86,47.3,92.88,71.38,98.04,0.9,81.7,1,0,0,0,0,24.7085,30.24715671,3.791833305,21.77319883,0,0,0,0,1010.691667,910.4000558,14.68750038,0,0,48.95833333,13.85934207,23.53446583,107.0135623,110.2303315,27.14999946
05/03/18,111,61.05,119.88,92.13,126.54,1.17,105.45,1,0,0,0,0,24.36891667,30.17806265,2.756416647,21.75092827,0,0,0,0,1011.716667,911.2129792,0,0,0,0,11.03707543,20.20008638,88.176659,89.00410904,23.12999967
06/03/18,89,48.95,96.12,73.87,101.46,0.93,84.55,1,0,0,0,0,24.06058333,36.57153633,3.250166613,21.5645395,0,0,0,0,1011.995833,911.3633883,5.725000083,0.125,0,18.70833333,12.43873791,22.01434071,102.8611205,102.4004823,26.20499975
07/03/18,91,50.05,98.28,75.53,103.74,0.96,86.45,1,0,0,0,0,23.871,43.01166971,7.052249988,21.9464005,0,0,0,0,1012.070833,911.3732254,4.412500125,0,0,14.70833333,13.0716429,21.92926421,108.2563456,107.1134455,26.63999938
08/03/18,103,56.65,111.24,85.49,117.42,1.08,97.85,1,0,0,0,0,23.94183333,37.27413525,6.100166625,21.65024538,0,0,0,0,1012.516667,911.8001488,11.50000035,0,0,38.33333333,12.64097851,21.93248725,106.831239,111.2772139,25.37999925
09/03/18,122,67.1,131.76,101.26,139.08,1.28,115.9,1,0,0,0,0,24.50016667,39.15915517,7.152249992,22.30204421,0,0,0,0,1012.570833,912.0279442,13.91250029,0,0,46.375,13.94410927,23.56636221,99.24899667,102.7040367,27.46499954
10/03/18,127,69.85,137.16,105.41,144.78,1.33,120.65,1,0,0,0,0,24.72933333,43.46642888,9.664749963,22.86005533,0,0,0,0,1012.483333,912.02464,16.36250048,0,6,42.54166667,15.51340133,25.65655579,99.05321629,101.5625225,30.20999942
11/03/18,119,65.45,128.52,98.77,135.66,1.25,113.05,1,0,0,0,0,24.85641667,40.73638848,8.058499967,22.63145617,0,0,0,0,1012.816667,912.3624208,6.98750021,0.291666667,0,22.41666667,15.61347988,26.40429758,95.87711854,98.23448854,30.4349995
12/03/18,94,51.7,101.52,78.02,107.16,0.99,89.3,1,0,0,0,0,24.47516667,58.06697029,13.43558332,23.66850346,0,0,0,0,1013.5125,912.87174,35.94166704,11.25,2.291666667,82.625,16.9243319,26.59018508,102.832598,104.8665258,32.90999879
13/03/18,76,41.8,82.08,63.08,86.64,0.8,72.2,1,0,0,0,0,24.45225,65.38952567,16.61683333,24.61570513,0,0,0,0,1012.704167,912.1488867,53.46250117,5.625,54.16666667,53,16.11075196,23.995356,109.6214462,110.7314221,31.64999888
14/03/18,70,38.5,75.6,58.1,79.8,0.74,66.5,1,0,0,0,0,25.41891667,57.74110275,15.36475,25.52747546,0,0,0,0,1011.9125,911.7415263,48.06250167,1.125,44.45833333,67.91666667,13.86335749,21.21668571,131.4874953,132.7114566,27.76499944
15/03/18,77,42.35,83.16,63.91,87.78,0.81,73.15,1,0,0,0,0,24.43766667,68.75330396,17.81058329,26.16687654,0.179166667,0.179166667,0,0,1011.679167,911.2226758,55.23333408,12.91666667,45.375,64.75,9.420194621,14.23580985,181.9652328,182.2121542,21.55499947
16/03/18,52,28.6,56.16,43.16,59.28,0.55,49.4,1,0,0,0,0,23.27308333,80.25099538,19.2835,26.14067929,0.7375,0.7375,0,0,1011.275,910.4882221,69.195834,36.41666667,36.5,77.75,5.584455829,8.398104754,179.0589035,234.8149053,16.51499971
17/03/18,73,40.15,78.84,60.59,83.22,0.77,69.35,1,0,0,0,0,22.2335,81.74802821,18.70225,24.31280817,0.529166667,0.529166667,0,0,1012.283333,911.0659108,65.36250071,33.54166667,30.70833333,72.75,9.368950933,14.1997539,114.8286214,116.4637679,20.50499977
18/03/18,54,29.7,58.32,44.82,61.56,0.57,51.3,1,0,0,0,0,22.88975,76.45199788,18.35225,24.52265438,0.258333333,0.258333333,0,0,1012.958333,911.8856888,54.50833346,36.125,18.08333333,39,10.10683658,16.69531142,110.976319,111.9395734,21.1199995
19/03/18,73,40.15,78.84,60.59,83.22,0.77,69.35,1,0,0,0,0,23.84183333,57.36672613,13.50849999,23.74694929,0,0,0,0,1013.708333,912.8516896,22.38750089,1.25,0.5,69.875,12.01418345,20.91781244,101.5389096,103.452291,24.13499958
20/03/18,114,62.7,123.12,94.62,129.96,1.2,108.3,1,0,0,0,0,24.46475,53.04420263,12.66475,24.69913671,0,0,0,0,1012.441667,911.9050063,0.275,0,0,0.916666667,8.0689804,15.38674704,109.7978508,114.6670257,17.54999933
21/03/18,93,51.15,100.44,77.19,106.02,0.98,88.35,1,0,0,0,0,25.30016667,52.63109167,14.09391663,26.15574142,0,0,0,0,1011.816667,911.6141921,20.42500048,0,20.75,26.58333333,6.105485517,10.40678622,224.5713025,232.4359392,15.6899997
22/03/18,124,68.2,133.92,102.92,141.36,1.3,117.8,1,0,0,0,0,25.85016667,49.01203842,13.59391667,25.82251342,0,0,0,0,1010.079167,910.2241483,23.40000092,0,34.75,8.5,9.719243938,15.77606525,277.268315,280.2780195,20.27999944
23/03/18,106,58.3,114.48,87.98,120.84,1.11,100.7,1,0,0,0,0,26.10225,48.77849004,13.38975,25.97319375,0,0,0,0,1010.129167,910.3463208,19.43750046,0,25.5,13.79166667,10.72256977,18.4190775,176.0992046,192.8240077,22.12499954
24/03/18,109,59.95,117.72,90.47,124.26,1.14,103.55,1,0,0,0,0,26.43558325,52.19965558,15.01474996,26.86499996,0.008333333,0.008333333,0,0,1011.866667,912.0189938,22.96250065,0.291666667,35.54166667,4.583333333,9.798255067,17.63864161,128.1622985,128.5675511,22.48499967
25/03/18,126,69.3,136.08,104.58,143.64,1.32,119.7,1,0,0,0,0,26.35016658,47.65541542,12.48766668,25.48366754,0,0,0,0,1013.425,913.3851313,23.07500075,0.083333333,0.75,75.16666667,14.97163367,24.76843921,107.1748254,109.1757889,29.20499979
26/03/18,95,52.25,102.6,78.85,108.3,1,90.25,1,0,0,0,0,26.396,47.11919096,11.73141665,25.55933329,0,0,0,0,1013.2625,913.2517746,16.13750038,0.833333333,0.291666667,50.70833333,13.79937792,22.89544629,99.49338733,101.7914506,27.58499913
27/03/18,95,52.25,102.6,78.85,108.3,1,90.25,1,0,0,0,0,26.28766667,48.31635221,12.46058333,26.21506029,0,0,0,0,1012.104167,912.1758804,15.98750048,0,1.375,50.54166667,9.937955679,17.81171058,128.9031403,131.104314,21.17999917
28/03/18,118,64.9,127.44,97.94,134.52,1.24,112.1,1,0,0,0,0,26.93975,48.11749146,14.121,27.42048354,0,0,0,0,1011.325,911.6856917,13.48750064,0.416666667,14.625,14.45833333,8.675831479,15.67702486,183.2342034,197.7727816,20.33999971
29/03/18,138,75.9,149.04,114.54,157.32,1.45,131.1,1,0,0,0,0,26.66266667,51.97845358,15.35225,27.766902,0.004166667,0.004166667,0,0,1011.1,911.3976967,17.36250075,0.375,17.25,22.25,6.857884742,12.13594845,184.7834218,186.2090167,17.69999931
30/03/18,130,71.5,140.4,107.9,148.2,1.37,123.5,1,0,0,0,0,25.8585,61.38520983,17.40016667,27.74631804,0.25,0.25,0,0,1010.716667,910.8042225,28.15000098,2.083333333,18.04166667,51.5,6.427894275,10.80411578,200.9131391,205.9679123,16.12499944
31/03/18,117,64.35,126.36,97.11,133.38,1.23,111.15,1,0,0,0,0,24.48558333,69.7093205,18.31683333,26.87238467,0.358333333,0.358333333,0,0,1010.45,910.1330046,23.97500058,3.583333333,12.16666667,44.83333333,6.281583871,9.888981821,190.2481394,189.3692065,15.55499971
01/04/18,112,61.6,120.96,92.96,127.68,1.18,106.4,1,0,0,0,0,25.80433333,57.81697638,16.16266667,27.13294625,0.0125,0.0125,0,0,1010.216667,910.3347879,15.15000027,0.375,22.125,5.125,7.244991792,13.38502715,125.035618,150.6528084,18.05999934
02/04/18,92,50.6,99.36,76.36,104.88,0.97,87.4,1,0,0,0,0,25.22308333,63.4798885,17.15433329,27.05628779,0.104166667,0.104166667,0,0,1011.191667,911.0317479,18.27500065,2.958333333,20.79166667,10.45833333,7.561784254,13.34680707,122.7346005,126.0247204,18.77999944
03/04/18,97,53.35,104.76,80.51,110.58,1.02,92.15,1,0,0,0,0,25.20433333,60.43321817,15.89391667,26.39765471,0.0125,0.0125,0,0,1010.55,910.4431325,11.83750029,0.833333333,16.375,4.208333333,7.95380365,15.2776839,106.17934,112.1686688,18.80999969
04/04/18,106,58.3,114.48,87.98,120.84,1.11,100.7,1,0,0,0,0,25.28141667,51.35291938,13.321,25.24756788,0,0,0,0,1009,909.0682808,11.86250034,0.541666667,15.25,7.416666667,9.91523495,18.86548815,116.0188332,120.9179131,21.17999946
05/04/18,118,64.9,127.44,97.94,134.52,1.24,112.1,1,0,0,0,0,25.58975,50.53142633,13.38349996,25.64764992,0,0,0,0,1008.6125,908.8145508,21.0375004,0.083333333,14.58333333,40.70833333,9.754503417,18.13656808,128.1855887,132.5441902,20.1899994
06/04/18,116,63.8,125.28,96.28,132.24,1.22,110.2,1,0,0,0,0,25.87725,50.54701775,13.56683333,26.01896196,0,0,0,0,1009.7375,909.9192096,18.90000087,0.083333333,6.583333333,49.58333333,9.5878469,17.93658619,127.0937232,132.5033923,20.8349994
07/04/18,128,70.4,138.24,106.24,145.92,1.34,121.6,1,0,0,0,0,25.87725,51.48404917,13.471,25.69941688,0,0,0,0,1010.570833,910.6679504,8.325000271,0.458333333,7.958333333,10.45833333,11.81618756,20.58025378,113.7749277,116.6828817,24.31499973
08/04/18,108,59.4,116.64,89.64,123.12,1.13,102.6,1,0,0,0,0,25.4585,55.18222813,13.68558333,25.27332146,0,0,0,0,1011.491667,911.3642967,17.35000012,9.5,4.458333333,20.41666667,13.89520461,22.432083,99.00868979,100.3045776,28.07999942
09/04/18,57,31.35,61.56,47.31,64.98,0.6,54.15,1,0,0,0,0,25.27516667,57.50946663,14.74391667,25.4677125,0,0,0,0,1011.583333,911.3936533,17.82499999,12.125,9.416666667,4.208333333,12.49175527,20.15465183,105.6261337,107.0049388,25.52999942
10/04/18,66,36.3,71.28,54.78,75.24,0.69,62.7,1,0,0,0,0,25.70641667,57.26294842,14.83558333,26.11186933,0,0,0,0,1010.466667,910.52191,18.61250012,15.58333333,6.166666667,2.958333333,12.41021594,19.25112442,110.0932371,111.0399256,26.00999917
